sensor_id,trip_id,timestamp,elapsed_seconds,accel_x,accel_y,accel_z,speed_kmh,gps_lat,gps_lon
ACC12529,TRIP105,2024-02-06 17:48:00,900,-0.1627,1.8238,9.7697,17.6,12.8674,77.6317
ACC12530,TRIP105,2024-02-06 17:48:15,915,-0.1069,3.1807,9.7785,25.5,12.8682,77.6321
ACC12531,TRIP105,2024-02-06 17:48:30,930,0.2407,3.3567,9.7969,30.8,12.8685,77.6318
ACC12532,TRIP105,2024-02-06 17:48:45,945,0.1506,2.4873,9.6327,36.2,12.8678,77.6327
ACC12533,TRIP105,2024-02-06 17:49:00,960,0.0296,1.9399,9.6879,41.2,12.8679,77.6336
ACC12534,TRIP105,2024-02-06 17:49:15,975,-0.0399,-0.047,9.8138,34.3,12.8671,77.6334
ACC12535,TRIP105,2024-02-06 17:49:30,990,0.0014,0.007,9.7823,29.2,12.8669,77.6331
ACC12536,TRIP105,2024-02-06 17:49:45,1005,0.0087,-0.0145,9.7742,25.1,12.8663,77.6336
ACC12537,TRIP105,2024-02-06 17:50:00,1020,0.0288,-0.0186,9.8087,17.5,12.866,77.6335
ACC12538,TRIP105,2024-02-06 17:50:15,1035,0.0125,0.0135,9.7795,12.5,12.8659,77.6338
ACC12539,TRIP105,2024-02-06 17:50:30,1050,-0.0177,0.0463,9.8095,4.9,12.866,77.6337
ACC12540,TRIP105,2024-02-06 17:50:45,1065,-0.1687,3.4295,9.7607,9.5,12.8662,77.6341
ACC12541,TRIP105,2024-02-06 17:51:00,1080,0.1853,1.6557,9.5685,16.0,12.8663,77.6343
ACC12542,TRIP105,2024-02-06 17:51:15,1095,0.1732,1.9219,9.754,20.6,12.8669,77.6348
ACC12543,TRIP105,2024-02-06 17:51:30,1110,0.234,2.0213,9.7056,28.7,12.8665,77.6358
ACC12544,TRIP105,2024-02-06 17:51:45,1125,0.2932,2.762,9.6719,36.6,12.8652,77.6369
ACC12545,TRIP105,2024-02-06 17:52:00,1140,0.0208,3.4268,9.578,44.2,12.8646,77.6373
ACC12546,TRIP105,2024-02-06 17:52:15,1155,-0.0892,0.0426,9.7473,43.8,12.863,77.6363
ACC12547,TRIP105,2024-02-06 17:52:30,1170,-0.0393,-0.226,9.6894,41.4,12.8636,77.6359
ACC12548,TRIP105,2024-02-06 17:52:45,1185,0.1736,-0.033,9.8475,38.9,12.8624,77.635
ACC12549,TRIP105,2024-02-06 17:53:00,1200,-0.1001,-0.1216,9.7361,41.2,12.8627,77.634
ACC12550,TRIP105,2024-02-06 17:53:15,1215,0.2031,-3.1823,9.656,28.4,12.8618,77.6351
ACC12551,TRIP105,2024-02-06 17:53:30,1230,0.1279,-3.3836,9.5357,18.4,12.862,77.6353
ACC12552,TRIP105,2024-02-06 17:53:45,1245,0.1952,-2.9757,9.6705,9.7,12.8619,77.6354
ACC12553,TRIP105,2024-02-06 17:54:00,1260,0.0648,-3.8719,9.6816,2.1,12.862,77.6355
ACC12554,TRIP105,2024-02-06 17:54:15,1275,-0.3083,-2.2019,9.6391,0.0,12.862,77.6355
ACC12555,TRIP105,2024-02-06 17:54:30,1290,0.1819,-3.5948,9.6651,0.0,12.862,77.6355
ACC12556,TRIP105,2024-02-06 17:54:45,1305,-0.0844,-3.5258,9.6284,0.0,12.862,77.6355
ACC12557,TRIP105,2024-02-06 17:55:00,1320,0.1351,-1.8951,9.5893,0.0,12.862,77.6355
ACC12558,TRIP105,2024-02-06 17:55:15,1335,0.1003,-2.419,9.7437,0.0,12.862,77.6355
ACC12559,TRIP105,2024-02-06 17:55:30,1350,0.225,-2.7613,9.6832,0.0,12.862,77.6355
ACC12560,TRIP105,2024-02-06 17:55:45,1365,0.3516,-3.1968,9.6065,0.0,12.862,77.6355
ACC12561,TRIP105,2024-02-06 17:56:00,1380,0.0262,-3.8722,9.5304,0.0,12.862,77.6355
ACC12562,TRIP105,2024-02-06 17:56:15,1395,0.0522,-3.1303,9.7498,0.0,12.862,77.6355
ACC12563,TRIP105,2024-02-06 17:56:30,1410,0.3827,0.1292,12.4068,5.0,12.8621,77.6356
ACC12564,TRIP105,2024-02-06 17:56:45,1425,0.1804,0.2552,10.8485,5.0,12.862,77.6358
ACC12565,TRIP105,2024-02-06 17:57:00,1440,-0.39,-0.1497,11.8392,5.0,12.862,77.6357
ACC12566,TRIP105,2024-02-06 17:57:15,1455,0.0644,0.0241,6.9152,5.0,12.8619,77.6359
ACC12567,TRIP105,2024-02-06 17:57:30,1470,-0.1623,-0.0858,9.6311,10.0,12.862,77.6357
ACC12568,TRIP105,2024-02-06 17:57:45,1485,0.1126,0.1282,9.7491,11.3,12.8617,77.6354
ACC12569,TRIP105,2024-02-06 17:58:00,1500,-0.1695,0.2036,9.6917,13.7,12.8618,77.6356
ACC12570,TRIP105,2024-02-06 17:58:15,1515,0.0651,0.2124,9.6832,13.6,12.8617,77.6356
ACC12571,TRIP105,2024-02-06 17:58:30,1530,0.2692,0.2258,9.8392,14.7,12.8618,77.636
ACC12572,TRIP105,2024-02-06 17:58:45,1545,-0.0995,0.1654,9.8172,11.9,12.8614,77.6361
ACC12573,TRIP105,2024-02-06 17:59:00,1560,-0.2872,-0.3463,9.6722,10.0,12.8617,77.6361
ACC12574,TRIP105,2024-02-06 17:59:15,1575,0.1098,0.0196,9.6014,10.7,12.8616,77.6361
ACC12575,TRIP105,2024-02-06 17:59:30,1590,-0.2154,0.3232,9.625,10.4,12.8615,77.6365
ACC12576,TRIP105,2024-02-06 17:59:45,1605,-0.1043,0.2357,9.8219,10.0,12.8612,77.6368
ACC12577,TRIP105,2024-02-06 18:00:00,1620,-0.1551,-0.3447,9.7613,10.0,12.8614,77.6367
ACC12578,TRIP105,2024-02-06 18:00:15,1635,0.2282,-0.0189,9.6639,10.0,12.8616,77.6365
ACC12579,TRIP105,2024-02-06 18:00:30,1650,-0.2822,0.1868,9.6205,12.0,12.8616,77.6361
ACC12580,TRIP105,2024-02-06 18:00:45,1665,0.0803,0.2119,9.6157,13.6,12.8612,77.6365
ACC12581,TRIP105,2024-02-06 18:01:00,1680,0.1697,-0.192,9.6098,15.0,12.8614,77.637
ACC12582,TRIP105,2024-02-06 18:01:15,1695,0.2642,-0.0117,9.6867,16.2,12.8617,77.6372
ACC12583,TRIP105,2024-02-06 18:01:30,1710,0.1361,0.3423,9.6461,17.6,12.8617,77.6371
ACC12584,TRIP105,2024-02-06 18:01:45,1725,-0.1751,-0.2038,9.6582,19.2,12.8612,77.6377
ACC12585,TRIP105,2024-02-06 18:02:00,1740,-0.172,-0.2268,9.8009,17.2,12.8606,77.6378
ACC12586,TRIP105,2024-02-06 18:02:15,1755,0.1299,0.3556,9.6014,18.5,12.8611,77.6377
ACC12587,TRIP105,2024-02-06 18:02:30,1770,0.09,0.157,9.621,16.1,12.8609,77.6376
ACC12588,TRIP105,2024-02-06 18:02:45,1785,-0.1723,0.0006,9.7786,19.0,12.8615,77.6378
ACC12589,TRIP105,2024-02-06 18:03:00,1800,0.0392,0.0722,9.8271,20.2,12.8618,77.6376
ACC12590,TRIP105,2024-02-06 18:03:15,1815,-0.1524,-0.0242,9.6762,20.8,12.8624,77.6368
ACC12591,TRIP105,2024-02-06 18:03:30,1830,0.0374,-0.0038,9.8497,14.1,12.8621,77.6367
ACC12592,TRIP105,2024-02-06 18:03:45,1845,-0.0266,0.0014,9.8438,9.9,12.8622,77.6369
ACC12593,TRIP105,2024-02-06 18:04:00,1860,0.0264,-0.0365,9.7903,4.2,12.8622,77.637
ACC12594,TRIP105,2024-02-06 18:04:15,1875,-0.0439,0.0324,9.7799,0.0,12.8622,77.637
ACC12595,TRIP105,2024-02-06 18:04:30,1890,0.035,0.0441,9.8373,0.0,12.8622,77.637
ACC12596,TRIP105,2024-02-06 18:04:45,1905,-0.0435,-0.0395,9.8057,0.0,12.8622,77.637
ACC12597,TRIP105,2024-02-06 18:05:00,1920,-0.0379,-0.0222,9.8314,0.0,12.8622,77.637
ACC12598,TRIP105,2024-02-06 18:05:15,1935,-0.0023,-0.0175,9.8455,0.0,12.8622,77.637
ACC12599,TRIP105,2024-02-06 18:05:30,1950,0.0182,0.0095,9.7841,0.0,12.8622,77.637
ACC12600,TRIP105,2024-02-06 18:05:45,1965,-0.0037,-0.0397,9.8319,0.0,12.8622,77.637
ACC12601,TRIP105,2024-02-06 18:06:00,1980,0.3262,-2.143,9.6706,0.0,12.8622,77.637
ACC12602,TRIP105,2024-02-06 18:06:15,1995,-0.0048,-3.2607,9.6776,0.0,12.8622,77.637
ACC12603,TRIP105,2024-02-06 18:06:30,2010,0.2325,-3.6937,9.6772,0.0,12.8622,77.637
ACC12604,TRIP105,2024-02-06 18:06:45,2025,0.2075,-2.8565,9.6537,0.0,12.8622,77.637
ACC12605,TRIP105,2024-02-06 18:07:00,2040,0.153,0.2024,9.7641,10.0,12.8622,77.6373
ACC12606,TRIP105,2024-02-06 18:07:15,2055,-0.157,0.1401,9.7364,11.2,12.8618,77.6375
ACC12607,TRIP105,2024-02-06 18:07:30,2070,-0.104,0.3142,9.7793,12.9,12.8622,77.6379
ACC12608,TRIP105,2024-02-06 18:07:45,2085,0.2579,0.0507,9.7157,11.1,12.862,77.638
ACC12609,TRIP105,2024-02-06 18:08:00,2100,-0.0528,-0.1494,9.6658,10.0,12.8617,77.6377
ACC12610,TRIP105,2024-02-06 18:08:15,2115,0.2761,-0.1695,9.7814,12.0,12.8621,77.6375
ACC12611,TRIP105,2024-02-06 18:08:30,2130,-0.0264,0.2496,9.7531,14.1,12.8624,77.6379
ACC12612,TRIP105,2024-02-06 18:08:45,2145,0.1576,-0.3546,9.7145,15.0,12.8627,77.6377
ACC12613,TRIP105,2024-02-06 18:09:00,2160,0.0599,-0.1682,9.716,15.2,12.8632,77.6381
ACC12614,TRIP105,2024-02-06 18:09:15,2175,0.2668,0.0043,9.6257,13.7,12.8637,77.6382
ACC12615,TRIP105,2024-02-06 18:09:30,2190,-0.1408,-0.0662,9.8452,16.4,12.8636,77.6381
ACC12616,TRIP105,2024-02-06 18:09:45,2205,0.2657,0.3809,9.7216,15.3,12.8641,77.6381
ACC12617,TRIP105,2024-02-06 18:10:00,2220,0.0942,-0.1971,9.7754,13.4,12.8639,77.6382
ACC12618,TRIP105,2024-02-06 18:10:15,2235,0.2156,0.2496,9.8294,16.3,12.8636,77.6387
ACC12619,TRIP105,2024-02-06 18:10:30,2250,-0.0968,-0.3736,9.825,18.8,12.8639,77.6393
ACC12620,TRIP105,2024-02-06 18:10:45,2265,0.1926,-0.2805,9.8172,19.6,12.8643,77.6387
ACC12621,TRIP105,2024-02-06 18:11:00,2280,-0.2074,-0.3354,9.609,21.3,12.864,77.6386
ACC12622,TRIP105,2024-02-06 18:11:15,2295,-0.2008,-0.2285,9.7746,22.5,12.8644,77.6378
ACC12623,TRIP105,2024-02-06 18:11:30,2310,0.0029,0.0451,9.8389,19.2,12.8647,77.6374
ACC12624,TRIP105,2024-02-06 18:11:45,2325,-0.0169,0.033,9.7809,12.3,12.865,77.637
ACC12625,TRIP105,2024-02-06 18:12:00,2340,-0.0106,0.0425,9.7843,7.7,12.8652,77.6371
ACC12626,TRIP105,2024-02-06 18:12:15,2355,0.0136,-0.0344,9.7876,4.0,12.8651,77.6372
ACC12627,TRIP105,2024-02-06 18:12:30,2370,-0.009,0.0087,9.8399,0.0,12.8651,77.6372
ACC12628,TRIP105,2024-02-06 18:12:45,2385,-0.0438,-0.0262,9.8019,0.0,12.8651,77.6372
ACC12629,TRIP105,2024-02-06 18:13:00,2400,-0.0475,0.0049,9.7998,0.0,12.8651,77.6372
ACC12630,TRIP106,2024-02-06 18:16:00,0,-0.0245,-0.0484,9.7954,0.0,12.8692,77.6453
ACC12631,TRIP106,2024-02-06 18:16:15,15,-0.0427,-0.0263,9.8293,0.0,12.8692,77.6453
ACC12632,TRIP106,2024-02-06 18:16:30,30,-0.0235,-0.0044,9.8143,0.0,12.8692,77.6453
ACC12633,TRIP106,2024-02-06 18:16:45,45,-0.0168,0.0253,9.8274,0.0,12.8692,77.6453
ACC12634,TRIP106,2024-02-06 18:17:00,60,0.0022,0.0265,9.8187,0.0,12.8692,77.6453
ACC12635,TRIP106,2024-02-06 18:17:15,75,0.031,-0.0036,9.8325,0.0,12.8692,77.6453
ACC12636,TRIP106,2024-02-06 18:17:30,90,-0.0038,0.0427,9.7658,0.0,12.8692,77.6453
ACC12637,TRIP106,2024-02-06 18:17:45,105,0.0468,-0.0425,9.7734,0.0,12.8692,77.6453
ACC12638,TRIP106,2024-02-06 18:18:00,120,-0.2909,0.2578,9.6573,10.0,12.8695,77.6453
ACC12639,TRIP106,2024-02-06 18:18:15,135,-0.0977,-0.1333,9.7909,11.7,12.8695,77.6454
ACC12640,TRIP106,2024-02-06 18:18:30,150,-0.1171,0.0097,9.7785,10.7,12.8694,77.6454
ACC12641,TRIP106,2024-02-06 18:18:45,165,0.2853,-0.1139,9.754,10.2,12.8694,77.6457
ACC12642,TRIP106,2024-02-06 18:19:00,180,-0.219,0.1116,9.6868,10.0,12.8697,77.6454
ACC12643,TRIP106,2024-02-06 18:19:15,195,-0.1189,-0.0077,9.6809,12.0,12.87,77.6452
ACC12644,TRIP106,2024-02-06 18:19:30,210,0.2186,-0.142,9.7274,13.2,12.8697,77.6455
ACC12645,TRIP106,2024-02-06 18:19:45,225,-0.1427,0.0749,9.7562,14.9,12.8701,77.6454
ACC12646,TRIP106,2024-02-06 18:20:00,240,-0.1183,-0.1434,9.7561,14.4,12.8703,77.6455
ACC12647,TRIP106,2024-02-06 18:20:15,255,0.0543,-0.0507,9.7557,13.3,12.8706,77.645
ACC12648,TRIP106,2024-02-06 18:20:30,270,-0.0854,0.3537,9.7623,14.5,12.8705,77.6451
ACC12649,TRIP106,2024-02-06 18:20:45,285,-0.2126,0.3979,9.7287,16.5,12.8703,77.6452
ACC12650,TRIP106,2024-02-06 18:21:00,300,-0.0821,0.3793,9.8394,18.9,12.8703,77.6459
ACC12651,TRIP106,2024-02-06 18:21:15,315,0.2937,0.1779,9.8,17.8,12.8698,77.6454
ACC12652,TRIP106,2024-02-06 18:21:30,330,-0.2692,0.3556,9.7519,16.2,12.8693,77.6453
ACC12653,TRIP106,2024-02-06 18:21:45,345,0.1196,-0.2398,9.8004,17.4,12.8692,77.6447
ACC12654,TRIP106,2024-02-06 18:22:00,360,0.0374,-0.0546,9.6026,18.7,12.8688,77.6446
ACC12655,TRIP106,2024-02-06 18:22:15,375,0.107,0.0019,9.755,19.9,12.869,77.6448
ACC12656,TRIP106,2024-02-06 18:22:30,390,-0.1083,-0.0603,9.7277,19.5,12.8694,77.6444
ACC12657,TRIP106,2024-02-06 18:22:45,405,-0.2613,0.1984,9.7164,20.8,12.8699,77.6437
ACC12658,TRIP106,2024-02-06 18:23:00,420,-0.014,-0.026,9.7086,18.8,12.8694,77.6441
ACC12659,TRIP106,2024-02-06 18:23:15,435,-0.1462,2.4059,9.7159,23.0,12.8693,77.6445
ACC12660,TRIP106,2024-02-06 18:23:30,450,0.2999,1.832,9.7679,28.5,12.8697,77.6453
ACC12661,TRIP106,2024-02-06 18:23:45,465,-0.2771,2.8691,9.7876,34.9,12.8694,77.645
ACC12662,TRIP106,2024-02-06 18:24:00,480,0.169,2.0122,9.6735,44.2,12.8685,77.6453
ACC12663,TRIP106,2024-02-06 18:24:15,495,-0.0977,1.9069,9.6201,49.3,12.8683,77.646
ACC12664,TRIP106,2024-02-06 18:24:30,510,-0.0595,2.6246,9.7612,54.1,12.8673,77.647
ACC12665,TRIP106,2024-02-06 18:24:45,525,0.0633,2.1332,9.6658,61.9,12.8662,77.6493
ACC12666,TRIP106,2024-02-06 18:25:00,540,-0.2428,3.2895,9.7876,69.4,12.8681,77.6496
ACC12667,TRIP106,2024-02-06 18:25:15,555,-0.2548,-3.4562,9.5562,60.9,12.8662,77.6511
ACC12668,TRIP106,2024-02-06 18:25:30,570,0.271,-3.3199,9.705,51.0,12.8675,77.6515
ACC12669,TRIP106,2024-02-06 18:25:45,585,0.1188,-2.3851,9.6472,37.1,12.868,77.6521
ACC12670,TRIP106,2024-02-06 18:26:00,600,-0.1791,-1.9171,9.7266,25.2,12.8687,77.6525
ACC12671,TRIP106,2024-02-06 18:26:15,615,0.2481,-2.4151,9.6805,14.1,12.8684,77.6526
ACC12672,TRIP106,2024-02-06 18:26:30,630,0.33,-3.083,9.5186,8.1,12.8683,77.6527
ACC12673,TRIP106,2024-02-06 18:26:45,645,0.2196,-3.2281,9.6675,0.0,12.8683,77.6527
ACC12674,TRIP106,2024-02-06 18:27:00,660,0.2411,0.0334,9.792,10.0,12.8685,77.6525
ACC12675,TRIP106,2024-02-06 18:27:15,675,0.0823,-0.0822,9.7811,10.6,12.8686,77.6523
ACC12676,TRIP106,2024-02-06 18:27:30,690,-0.0119,0.0475,9.6988,10.5,12.8686,77.6525
ACC12677,TRIP106,2024-02-06 18:27:45,705,-0.0312,-0.3107,9.7618,10.4,12.8688,77.6525
ACC12678,TRIP106,2024-02-06 18:28:00,720,-0.1749,-0.1413,9.67,10.5,12.869,77.6527
ACC12679,TRIP106,2024-02-06 18:28:15,735,-0.1129,-0.1769,9.6843,10.0,12.8687,77.6528
ACC12680,TRIP106,2024-02-06 18:28:30,750,0.161,-0.0725,9.727,10.6,12.8685,77.6529
ACC12681,TRIP106,2024-02-06 18:28:45,765,-0.0528,0.3032,9.6894,11.4,12.8682,77.6532
ACC12682,TRIP106,2024-02-06 18:29:00,780,-0.0412,2.5339,9.6331,20.4,12.868,77.6526
ACC12683,TRIP106,2024-02-06 18:29:15,795,-0.2235,3.0046,9.761,29.0,12.8686,77.6524
ACC12684,TRIP106,2024-02-06 18:29:30,810,0.0915,2.2611,9.6429,33.8,12.8695,77.6516
ACC12685,TRIP106,2024-02-06 18:29:45,825,0.0551,2.2503,9.643,42.4,12.8682,77.6513
ACC12686,TRIP106,2024-02-06 18:30:00,840,0.1724,1.6777,9.5541,50.4,12.8673,77.6513
ACC12687,TRIP106,2024-02-06 18:30:15,855,-0.2075,2.6712,9.5964,60.0,12.8663,77.652
ACC12688,TRIP106,2024-02-06 18:30:30,870,-0.3948,-1.9971,9.6347,47.2,12.8648,77.6509
ACC12689,TRIP106,2024-02-06 18:30:45,885,0.2203,-3.0449,9.6946,32.8,12.8652,77.651
ACC12690,TRIP106,2024-02-06 18:31:00,900,0.2522,-2.5624,9.5125,19.6,12.8647,77.6505
ACC12691,TRIP106,2024-02-06 18:31:15,915,-0.0355,-2.0433,9.6236,11.6,12.8651,77.6505
ACC12692,TRIP106,2024-02-06 18:31:30,930,0.3287,-3.9769,9.6036,3.9,12.8652,77.6506
ACC12693,TRIP106,2024-02-06 18:31:45,945,-0.1208,-3.1499,9.5765,0.0,12.8652,77.6506
ACC12694,TRIP106,2024-02-06 18:32:00,960,0.1415,-2.1763,9.6077,0.0,12.8652,77.6506
ACC12695,TRIP106,2024-02-06 18:32:15,975,-0.1491,-2.0594,9.6423,0.0,12.8652,77.6506
ACC12696,TRIP106,2024-02-06 18:32:30,990,0.0026,2.7483,9.6241,7.1,12.8654,77.6506
ACC12697,TRIP106,2024-02-06 18:32:45,1005,0.1917,2.6551,9.6584,16.6,12.8654,77.6504
ACC12698,TRIP106,2024-02-06 18:33:00,1020,0.1397,1.9786,9.7569,21.9,12.8659,77.6506
ACC12699,TRIP106,2024-02-06 18:33:15,1035,-0.1657,1.7419,9.6204,28.3,12.8667,77.6511
ACC12700,TRIP106,2024-02-06 18:33:30,1050,-0.0621,2.2836,9.5982,38.0,12.8654,77.6516
ACC12701,TRIP106,2024-02-06 18:33:45,1065,0.2191,2.0988,9.6679,45.5,12.864,77.6522
ACC12702,TRIP106,2024-02-06 18:34:00,1080,0.1169,2.8936,9.5796,50.8,12.8648,77.6523
ACC12703,TRIP106,2024-02-06 18:34:15,1095,0.0146,1.5941,9.6073,59.4,12.864,77.6525
ACC12704,TRIP106,2024-02-06 18:34:30,1110,0.1198,0.2988,9.6086,61.7,12.8621,77.6543
ACC12705,TRIP106,2024-02-06 18:34:45,1125,0.0515,-0.0706,9.8157,61.8,12.864,77.6541
ACC12706,TRIP106,2024-02-06 18:35:00,1140,0.2287,0.0217,9.761,62.4,12.8644,77.6536
ACC12707,TRIP106,2024-02-06 18:35:15,1155,0.1544,-0.2377,9.7894,61.2,12.8639,77.6545
ACC12708,TRIP106,2024-02-06 18:35:30,1170,0.1878,0.0199,9.7185,64.2,12.864,77.6553
ACC12709,TRIP106,2024-02-06 18:35:45,1185,0.1656,0.2141,9.6925,65.0,12.8626,77.6574
ACC12710,TRIP106,2024-02-06 18:36:00,1200,-0.1525,-0.2085,9.6958,64.8,12.8616,77.6574
ACC12711,TRIP106,2024-02-06 18:36:15,1215,-0.2323,0.0511,9.6213,62.9,12.8615,77.6554
ACC12712,TRIP106,2024-02-06 18:36:30,1230,0.0335,-0.1668,9.8289,63.2,12.86,77.6567
ACC12713,TRIP106,2024-02-06 18:36:45,1245,-0.0546,0.1808,9.7619,63.1,12.8624,77.6552
ACC12714,TRIP106,2024-02-06 18:37:00,1260,-0.3931,-3.342,9.5049,52.5,12.8618,77.6538
ACC12715,TRIP106,2024-02-06 18:37:15,1275,0.2671,-1.8368,9.7422,44.6,12.8602,77.6526
ACC12716,TRIP106,2024-02-06 18:37:30,1290,0.0473,-3.0016,9.6986,33.1,12.8601,77.6532
ACC12717,TRIP106,2024-02-06 18:37:45,1305,0.0924,-2.8434,9.6658,23.6,12.8606,77.6532
ACC12718,TRIP106,2024-02-06 18:38:00,1320,-0.293,-2.5518,9.7493,11.2,12.861,77.6536
ACC12719,TRIP106,2024-02-06 18:38:15,1335,-0.2383,-3.3048,9.6793,2.5,12.861,77.6536
ACC12720,TRIP106,2024-02-06 18:38:30,1350,0.339,-3.4238,9.6131,0.0,12.861,77.6536
ACC12721,TRIP106,2024-02-06 18:38:45,1365,-0.1714,0.258,9.6816,10.0,12.8608,77.6536
ACC12722,TRIP106,2024-02-06 18:39:00,1380,-0.2054,0.2075,9.707,11.6,12.8605,77.6534
ACC12723,TRIP106,2024-02-06 18:39:15,1395,0.2952,0.3198,9.6038,10.9,12.8603,77.653
ACC12724,TRIP106,2024-02-06 18:39:30,1410,-0.2123,-0.162,9.6191,10.0,12.86,77.6527
ACC12725,TRIP106,2024-02-06 18:39:45,1425,0.1789,-0.2764,9.637,10.0,12.8597,77.6529
ACC12726,TRIP106,2024-02-06 18:40:00,1440,-0.0524,0.3616,9.7164,10.0,12.8598,77.6526
ACC12727,TRIP106,2024-02-06 18:40:15,1455,0.1973,-0.1338,9.758,11.7,12.8596,77.6529
ACC12728,TRIP106,2024-02-06 18:40:30,1470,0.2852,0.3135,9.7154,10.4,12.8594,77.6527
ACC12729,TRIP106,2024-02-06 18:40:45,1485,-0.169,0.1034,9.7576,10.0,12.8593,77.6523
ACC12730,TRIP106,2024-02-06 18:41:00,1500,-0.1088,-0.0703,9.8343,10.0,12.8595,77.6519
ACC12731,TRIP106,2024-02-06 18:41:15,1515,-0.012,0.3546,9.8166,12.2,12.8593,77.6521
ACC12732,TRIP106,2024-02-06 18:41:30,1530,-0.2244,-0.3366,9.6095,11.2,12.8589,77.6524
ACC12733,TRIP106,2024-02-06 18:41:45,1545,0.1177,-0.3818,9.772,12.9,12.8589,77.6523
ACC12734,TRIP106,2024-02-06 18:42:00,1560,0.2744,0.3482,9.6641,10.1,12.8587,77.6524
ACC12735,TRIP106,2024-02-06 18:42:15,1575,-0.1164,0.36,9.7009,11.9,12.8591,77.6524
ACC12736,TRIP106,2024-02-06 18:42:30,1590,0.1961,0.2264,9.6624,10.0,12.8591,77.6527
ACC12737,TRIP106,2024-02-06 18:42:45,1605,0.2944,0.182,9.6365,10.0,12.8591,77.6524
ACC12738,TRIP106,2024-02-06 18:43:00,1620,-0.0437,-0.2588,9.7821,12.4,12.8595,77.6525
ACC12739,TRIP106,2024-02-06 18:43:15,1635,0.2064,0.1209,9.6898,10.7,12.8595,77.6522
ACC12740,TRIP106,2024-02-06 18:43:30,1650,-0.0819,0.1023,9.6414,12.6,12.8596,77.6524
ACC12741,TRIP106,2024-02-06 18:43:45,1665,0.2941,-0.3015,9.6003,10.5,12.8596,77.6524
ACC12742,TRIP106,2024-02-06 18:44:00,1680,-0.0475,-2.8829,9.7342,0.0,12.8596,77.6524
ACC12743,TRIP106,2024-02-06 18:44:15,1695,0.2535,-2.0729,9.5381,0.0,12.8596,77.6524
ACC12744,TRIP106,2024-02-06 18:44:30,1710,-0.069,-2.3568,9.6034,0.0,12.8596,77.6524
ACC12745,TRIP106,2024-02-06 18:44:45,1725,-0.2711,-3.981,9.728,0.0,12.8596,77.6524
ACC12746,TRIP106,2024-02-06 18:45:00,1740,-0.0395,-0.0491,9.8058,0.0,12.8596,77.6524
ACC12747,TRIP107,2024-02-06 18:48:00,0,-0.0643,-2.1097,9.7061,0.0,12.8642,77.6489
ACC12748,TRIP107,2024-02-06 18:48:15,15,-0.2883,-3.4422,9.6769,0.0,12.8642,77.6489
ACC12749,TRIP107,2024-02-06 18:48:30,30,0.0903,-2.9229,9.6296,0.0,12.8642,77.6489
ACC12750,TRIP107,2024-02-06 18:48:45,45,-0.3522,-3.3366,9.6261,0.0,12.8642,77.6489
ACC12751,TRIP107,2024-02-06 18:49:00,60,-0.2074,-2.9641,9.5776,0.0,12.8642,77.6489
ACC12752,TRIP107,2024-02-06 18:49:15,75,-0.1893,-3.8311,9.6477,0.0,12.8642,77.6489
ACC12753,TRIP107,2024-02-06 18:49:30,90,-0.139,-2.365,9.5576,0.0,12.8642,77.6489
ACC12754,TRIP107,2024-02-06 18:49:45,105,0.1352,-2.2959,9.7479,0.0,12.8642,77.6489
ACC12755,TRIP107,2024-02-06 18:50:00,120,-0.1693,-2.3396,9.5682,0.0,12.8642,77.6489
ACC12756,TRIP107,2024-02-06 18:50:15,135,-0.2311,-2.4552,9.5726,0.0,12.8642,77.6489
ACC12757,TRIP107,2024-02-06 18:50:30,150,1.9759,-0.0282,9.6358,5.0,12.8642,77.6489
ACC12758,TRIP107,2024-02-06 18:50:45,165,-2.0992,0.0932,9.6701,5.0,12.8643,77.6488
ACC12759,TRIP107,2024-02-06 18:51:00,180,2.0192,-0.341,9.7987,5.0,12.8642,77.649
ACC12760,TRIP107,2024-02-06 18:51:15,195,2.8594,0.3556,9.7082,5.0,12.8642,77.6491
ACC12761,TRIP107,2024-02-06 18:51:30,210,2.2828,-0.291,9.621,5.0,12.8641,77.6492
ACC12762,TRIP107,2024-02-06 18:51:45,225,-2.4821,-0.0637,9.7514,5.0,12.8641,77.6491
ACC12763,TRIP107,2024-02-06 18:52:00,240,2.0688,-0.4609,9.79,5.0,12.8642,77.6491
ACC12764,TRIP107,2024-02-06 18:52:15,255,-1.5499,-0.2605,9.655,5.0,12.8642,77.6489
ACC12765,TRIP107,2024-02-06 18:52:30,270,2.8714,-0.1142,9.6122,5.0,12.8642,77.649
ACC12766,TRIP107,2024-02-06 18:52:45,285,2.5765,0.2478,9.7809,5.0,12.8641,77.6489
ACC12767,TRIP107,2024-02-06 18:53:00,300,0.2912,-0.1517,9.7259,10.0,12.864,77.6485
ACC12768,TRIP107,2024-02-06 18:53:15,315,0.265,-0.1642,9.6964,12.2,12.8638,77.6482
ACC12769,TRIP107,2024-02-06 18:53:30,330,0.1531,0.3313,9.6721,11.0,12.8639,77.6484
ACC12770,TRIP107,2024-02-06 18:53:45,345,0.1504,0.2404,9.6698,13.2,12.8641,77.648
ACC12771,TRIP107,2024-02-06 18:54:00,360,0.2898,-0.1072,9.7655,13.0,12.8639,77.6484
ACC12772,TRIP107,2024-02-06 18:54:15,375,-0.0505,-0.3426,9.7167,12.5,12.8636,77.6484
